2272;djk;I      L       Eastern Maroon Creole
2274;djm;I      L       Jamsay Dogon
2275;djn;I      L       Jawoyn
2276;djo;I      L       Jangkang
2279;djr;I      L       Djambarrpuyngu
2282;dju;I      L       Kapriman
2284;djw;I      E       Djawi
2288;dka;I      L       Dakpakha
2294;dkg;I      L       Kadung
2298;dkk;I      L       Dakka
2305;dkr;I      L       Kuijau
2306;dks;I      L       Southeastern Dinka
2311;dkx;I      L       Mazagway
2320;dlg;I      L       Dolgan
2324;dlk;I      L       Dahalik
2326;dlm;I      E       Dalmatian
2327;dln;I      L       Darlong
2340;dma;I      L       Duma
2341;dmb;I      L       Mombo Dogon
2342;dmc;I      L       Gavak
2343;dmd;I      E       Madhi Madhi
2344;dme;I      L       Dugwor
2345;dmf;I      E       Medefaidrin
2346;dmg;I      L       Upper Kinabatangan
2350;dmk;I      L       Domaaki
2351;dml;I      L       Dameli
2352;dmm;I      L       Dama
2354;dmo;I      L       Kemedzung
2357;dmr;I      L       East Damar
2358;dms;I      L       Dampelas
2360;dmu;I      L       Dubu
2361;dmv;I      L       Dumpas
2362;dmw;I      L       Mudburra
2363;dmx;I      L       Dema
2364;dmy;I      L       Demta
2366;dna;I      L       Upper Grand Valley Dani
2369;dnd;I      L       Daonda
2370;dne;I      L       Ndendeule
2372;dng;I      L       Dungan
2374;dni;I      L       Lower Grand Valley Dani
2375;dnj;I      L       Dan
2376;dnk;I      L       Dengka
2379;dnn;I      L       Dzùùngoo
2380;dno;I      L       Ndrulo
2383;dnr;I      L       Danaru
2385;dnt;I      L       Mid Grand Valley Dani
2386;dnu;I      L       Danau
2387;dnv;I      L       Danu
2388;dnw;I      L       Western Dani
2390;dny;I      L       Dení
2392;doa;I      L       Dom
2393;dob;I      L       Dobu
2394;doc;I      L       Northern Dong
2396;doe;I      L       Doe
2397;dof;I      L       Domu
2399;doh;I      L       Dong
2400;doi;doi    doi             M       L       Dogri (macrolanguage)
2402;dok;I      L       Dondo
2403;dol;I      L       Doso
2405;don;I      L       Toura (Papua New Guinea)
2406;doo;I      L       Dongo
2407;dop;I      L       Lukpa
2408;doq;I      L       Dominican Sign Language
2409;dor;I      L       Dori'o
2410;dos;I      L       Dogosé
2411;dot;I      L       Dass
2413;dov;I      L       Dombe
2414;dow;I      L       Doyayo
2415;dox;I      L       Bussa
2416;doy;I      L       Dompo
2417;doz;I      L       Dorze
2433;dpp;I      L       Papar
2471;drb;I      L       Dair
2472;drc;I      L       Minderico
2473;drd;I      L       Darmiya
2474;dre;I      L       Dolpo
2476;drg;I      L       Rungus
2478;dri;I      L       C'Lela
2481;drl;I      L       Paakantyi
2483;drn;I      L       West Damar
2484;dro;I      L       Daro-Matu Melanau
2486;drq;I      E       Dura
2488;drs;I      L       Gedeo
2489;drt;I      L       Drents
2490;dru;I      L       Rukai
2494;dry;I      L       Darai
2497;dsb;dsb    dsb             I       L       Lower Sorbian
2500;dse;I      L       Dutch Sign Language
2503;dsh;I      L       Daasanach
2504;dsi;I      L       Disa
2507;dsl;I      L       Danish Sign Language
2509;dsn;I      E       Dusner
2510;dso;I      L       Desiya
2512;dsq;I      L       Tadaksahak
2522;dta;I      L       Daur
2523;dtb;I      L       Labuk-Kinabatangan Kadazan
2525;dtd;I      L       Ditidaht
2529;dth;I      E       Adithinngithigh
2530;dti;I      L       Ana Tinga Dogon
2532;dtk;I      L       Tene Kan Dogon
2534;dtm;I      L       Tomo Kan Dogon
2535;dtn;I      L       Daatsʼíin
2536;dto;I      L       Tommo So Dogon
2537;dtp;I      L       Kadazan Dusun
2539;dtr;I      L       Lotud
2540;dts;I      L       Toro So Dogon
2541;dtt;I      L       Toro Tegu Dogon
2542;dtu;I      L       Tebul Ure Dogon
2546;dty;I      L       Dotyali
2548;dua;dua    dua             I       L       Duala
2549;dub;I      L       Dubli
2550;duc;I      L       Duna
2552;due;I      L       Umiray Dumaget Agta
2553;duf;I      L       Dumbea
2554;dug;I      L       Duruma
2555;duh;I      L       Dungra Bhil
2556;dui;I      L       Dumun
2558;duk;I      L       Uyajitaya
2559;dul;I      L       Alabat Island Agta
2560;dum;dum    dum             I       H       Middle Dutch (ca. 1050-1350)
2561;dun;I      L       Dusun Deyah
2562;duo;I      L       Dupaninan Agta
2563;dup;I      L       Duano
2564;duq;I      L       Dusun Malang
2565;dur;I      L       Dii
2566;dus;I      L       Dumi
2568;duu;I      L       Drung
2569;duv;I      L       Duvle
2570;duw;I      L       Dusun Witu
2571;dux;I      L       Duungooma
2572;duy;I      E       Dicamay Agta
2573;duz;I      E       Duli-Gey
2574;dva;I      L       Duau
2600;dwa;I      L       Diri
2610;dwk;I      L       Dawik Kui
2617;dwr;I      L       Dawro
2618;dws;I      C       Dutton World Speedwords
2620;dwu;I      L       Dhuwal
2622;dww;I      L       Dawawa
2624;dwy;I      L       Dhuwaya
2625;dwz;I      L       Dewas Rai
2652;dya;I      L       Dyan
2653;dyb;I      E       Dyaberdyaber
2655;dyd;I      E       Dyugun
2658;dyg;I      E       Villa Viciosa Agta
2660;dyi;I      L       Djimini Senoufo
2664;dym;I      L       Yanda Dom Dogon
2665;dyn;I      L       Dyangadi
2666;dyo;I      L       Jola-Fonyi
2672;dyu;dyu    dyu             I       L       Dyula
2676;dyy;I      L       Djabugay
2678;dza;I      L       Tunzu
2682;dze;I      E       Djiwarli
2684;dzg;I      L       Dazaga
2689;dzl;I      L       Dzalakha
2691;dzn;I      L       Dzando
2692;dzo;dzo    dzo     dz      I       L       Dzongkha
2704;eaa;I      E       Karenggapa
2732;ebc;I      L       Beginci
2736;ebg;I      L       Ebughu
2740;ebk;I      L       Eastern Bontok
2744;ebo;I      L       Teke-Ebo
2747;ebr;I      L       Ebrié
2750;ebu;I      L       Embu
2773;ecr;I      A       Eteocretan
2774;ecs;I      L       Ecuadorian Sign Language
2780;ecy;I      A       Eteocypriot
2812;eee;I      L       E
2834;efa;I      L       Efai
2838;efe;I      L       Efe
2842;efi;efi    efi             I       L       Efik
2860;ega;I      L       Ega
2871;egl;I      L       Emilian
2874;ego;I      L       Eggon
2884;egy;egy    egy             I       A       Egyptian (Ancient)
2904;ehs;I      L       Miyakubo Sign Language
2906;ehu;I      L       Ehueun
2927;eip;I      L       Eipomek
2931;eit;I      L       Eitiep
2933;eiv;I      L       Askopan
2938;eja;I      L       Ejamat
2964;eka;eka    eka             I       L       Ekajuk
2968;eke;I      L       Ekit
2970;ekg;I      L       Ekari
2972;eki;I      L       Eki
2974;ekk;I      L       Standard Estonian
2975;ekl;I      L       Kol (Bangladesh)
2976;ekm;I      L       Elip
2978;eko;I      L       Koti
2979;ekp;I      L       Ekpeye
2981;ekr;I      L       Yace
2988;eky;I      L       Eastern Kayah
2994;ele;I      L       Elepi
2997;elh;I      L       El Hugeirat
2998;eli;I      E       Nding
3000;elk;I      L       Elkei
3001;ell;gre    ell     el      I       L       Modern Greek (1453-)
3002;elm;I      L       Eleme
3004;elo;I      L       El Molo
3010;elu;I      L       Elu
3013;elx;elx    elx             I       A       Elamite
3016;ema;I      L       Emai-Iuleha-Ora
3017;emb;I      L       Embaloh
3020;eme;I      L       Emerillon
3022;emg;I      L       Eastern Meohang
3024;emi;I      L       Mussau-Emira
3026;emk;I      L       Eastern Maninkakan
3028;emm;I      E       Mamulique
3029;emn;I      L       Eman
3031;emp;I      L       Northern Emberá
3032;emq;I      L       Eastern Minyag
3034;ems;I      L       Pacific Gulf Yupik
3036;emu;I      L       Eastern Muria
3038;emw;I      L       Emplawas
3039;emx;I      L       Erromintxela
3040;emy;I      A       Epigraphic Mayan
3041;emz;I      L       Mbessa
3042;ena;I      L       Apali
3043;enb;I      L       Markweeta
3044;enc;I      L       En
3045;end;I      L       Ende
3047;enf;I      L       Forest Enets
3048;eng;eng    eng     en      I       L       English
3049;enh;I      L       Tundra Enets
3053;enl;I      L       Enlhet
3054;enm;enm    enm             I       H       Middle English (1100-1500)
3055;enn;I      L       Engenni
3056;eno;I      L       Enggano
3058;enq;I      L       Enga
3059;enr;I      L       Emumu
3062;enu;I      L       Enu
3063;env;I      L       Enwan (Edu State)
3064;enw;I      L       Enwan (Akwa Ibom State)
3065;enx;I      L       Enxet
3087;eot;I      L       Beti (Côte d'Ivoire)
3102;epi;I      L       Epie
3108;epo;epo    epo     eo      I       C       Esperanto
3146;era;I      L       Eravallan
3152;erg;I      L       Sie
3153;erh;I      L       Eruwa
3154;eri;I      L       Ogea
3156;erk;I      L       South Efate
3160;ero;I      L       Horpa
3163;err;I      E       Erre
3164;ers;I      L       Ersu
3165;ert;I      L       Eritai
3168;erw;I      L       Erokwanas
3176;ese;I      L       Ese Ejja
3178;esg;I      L       Aheri Gondi
3179;esh;I      L       Eshtehardi
3180;esi;I      L       North Alaskan Inupiatun
3182;esk;I      L       Northwest Alaska Inupiatun
3183;esl;I      L       Egypt Sign Language
3184;esm;I      E       Esuma
3185;esn;I      L       Salvadoran Sign Language
3186;eso;I      L       Estonian Sign Language
3188;esq;I      E       Esselen
3190;ess;I      L       Central Siberian Yupik
3191;est;est    est     et      M       L       Estonian
3192;esu;I      L       Central Yupik
3196;esy;I      L       Eskayan
3199;etb;I      L       Etebi
3200;etc;I      E       Etchemin
3205;eth;I      L       Ethiopian Sign Language
3211;etn;I      L       Eton (Vanuatu)
3212;eto;I      L       Eton (Cameroon)
3215;etr;I      L       Edolo
3216;ets;I      L       Yekhee
3217;ett;I      A       Etruscan
3218;etu;I      L       Ejagham
3221;etx;I      L       Eten
3223;etz;I      L       Semimi
3242;eus;baq    eus     eu      I       L       Basque
3254;eve;I      L       Even
3257;evh;I      L       Uvbie
3263;evn;I      L       Evenki
3280;ewe;ewe    ewe     ee      I       L       Ewe
3290;ewo;ewo    ewo             I       L       Ewondo
3321;ext;I      L       Extremaduran
3328;eya;I      E       Eyak
3342;eyo;I      L       Keiyo
3354;eza;I      L       Ezaa
3358;eze;I      L       Uzekwe
3380;faa;I      L       Fasu
3381;fab;I      L       Fa d'Ambu
3383;fad;I      L       Wagi
3385;faf;I      L       Fagani
3386;fag;I      L       Finongan
3387;fah;I      L       Baissa Fali
3388;fai;I      L       Faiwol
3389;faj;I      L       Faita
3390;fak;I      L       Fang (Cameroon)
3391;fal;I      L       South Fali
3392;fam;I      L       Fam
3393;fan;fan    fan             I       L       Fang (Equatorial Guinea)
3394;fao;fao    fao     fo      I       L       Faroese
3395;fap;I      L       Paloor
3397;far;I      L       Fataleka
3398;fas;per    fas     fa      M       L       Persian
3399;fat;fat    fat             I       L       Fanti
3400;fau;I      L       Fayu
3403;fax;I      L       Fala
3404;fay;I      L       Southwestern Fars
3405;faz;I      L       Northwestern Fars
3417;fbl;I      L       West Albay Bikol
3450;fcs;I      L       Quebec Sign Language
3501;fer;I      L       Feroge
3518;ffi;I      L       Foia Foia
3522;ffm;I      L       Maasina Fulfulde
3553;fgr;I      L       Fongoro
3588;fia;I      L       Nobiin
3592;fie;I      L       Fyer
3593;fif;I      L       Faifi
3597;fij;fij    fij     fj      I       L       Fijian
3599;fil;fil    fil             I       L       Filipino
3601;fin;fin    fin     fi      I       L       Finnish
3603;fip;I      L       Fipa
3605;fir;I      L       Firan
3607;fit;I      L       Tornedalen Finnish
3610;fiw;I      L       Fiwaga
3650;fkk;I      L       Kirya-Konzəl
3661;fkv;I      L       Kven Finnish
3666;fla;I      L       Kalispel-Pend d'Oreille
3673;flh;I      L       Foau
3674;fli;I      L       Fali
3677;fll;I      L       North Fali
3679;fln;I      E       Flinders Island
3683;flr;I      L       Fuliiru
3690;fly;I      L       Flaaitaal
3707;fmp;I      L       Fe'fe'
3712;fmu;I      L       Far Western Muria
3719;fnb;I      L       Fanbak
3724;fng;I      L       Fanagalo
3726;fni;I      L       Fania
3747;fod;I      L       Foodo
3752;foi;I      L       Foi
3756;fom;I      L       Foma
3757;fon;fon    fon             I       L       Fon
3761;for;I      L       Fore
3762;fos;I      E       Siraya
3774;fpe;I      L       Fernando Po Creole English
3814;fqs;I      L       Fas
3822;fra;fre    fra     fr      I       L       French
3824;frc;I      L       Cajun French
3825;frd;I      L       Fordata
3832;frk;I      H       Frankish
3834;frm;frm    frm             I       H       Middle French (ca. 1400-1600)
3836;fro;fro    fro             I       H       Old French (842-ca. 1400)
3837;frp;I      L       Arpitan
3838;frq;I      L       Forak
3839;frr;frr    frr             I       L       Northern Frisian
3840;frs;frs    frs             I       L       Eastern Frisian
3841;frt;I      L       Fortsenal
3846;fry;fry    fry     fy      I       L       Western Frisian
3852;fse;I      L       Finnish Sign Language
3859;fsl;I      L       French Sign Language
3866;fss;I      L       Finland-Swedish Sign Language
3901;fub;I      L       Adamawa Fulfulde
3902;fuc;I      L       Pulaar
3903;fud;I      L       East Futuna
3904;fue;I      L       Borgu Fulfulde
3905;fuf;I      L       Pular
3907;fuh;I      L       Western Niger Fulfulde
3908;fui;I      L       Bagirmi Fulfulde
3909;fuj;I      L       Ko
3911;ful;ful    ful     ff      M       L       Fulah
3912;fum;I      L       Fum
3913;fun;I      L       Fulniô
3916;fuq;I      L       Central-Eastern Niger Fulfulde
3917;fur;fur    fur             I       L       Friulian
3919;fut;I      L       Futuna-Aniwa
3920;fuu;I      L       Furu
3921;fuv;I      L       Nigerian Fulfulde
3924;fuy;I      L       Fuyug
3943;fvr;I      L       Fur
3952;fwa;I      L       Fwâi
3956;fwe;I      L       Fwe
4056;gaa;gaa    gaa             I       L       Ga
4057;gab;I      L       Gabri
4058;gac;I      L       Mixed Great Andamanese
4059;gad;I      L       Gaddang
4060;gae;I      L       Guarequena
4061;gaf;I      L       Gende
4062;gag;I      L       Gagauz
4063;gah;I      L       Alekano
4064;gai;I      L       Borei
4065;gaj;I      L       Gadsup
4066;gak;I      L       Gamkonora
4067;gal;I      L       Galolen
4068;gam;I      L       Kandawo
4069;gan;I      L       Gan Chinese
4070;gao;I      L       Gants
4071;gap;I      L       Gal
4072;gaq;I      L       Gata'
4073;gar;I      L       Galeya
4074;gas;I      L       Adiwasi Garasia
4075;gat;I      L       Kenati
4076;gau;I      L       Mudhili Gadaba
4078;gaw;I      L       Nobonob
4079;gax;I      L       Borana-Arsi-Guji Oromo
4080;gay;gay    gay             I       L       Gayo
4081;gaz;I      L       West Central Oromo
4082;gba;gba    gba             M       L       Gbaya (Central African Republic)
4083;gbb;I      L       Kaytetye
4085;gbd;I      L       Karajarri
4086;gbe;I      L       Niksek
4087;gbf;I      L       Gaikundi
4088;gbg;I      L       Gbanziri
4089;gbh;I      L       Defi Gbe
4090;gbi;I      L       Galela
4091;gbj;I      L       Bodo Gadaba
4092;gbk;I      L       Gaddi
4093;gbl;I      L       Gamit
4094;gbm;I      L       Garhwali
4095;gbn;I      L       Mo'da
4096;gbo;I      L       Northern Grebo
4097;gbp;I      L       Gbaya-Bossangoa
4098;gbq;I      L       Gbaya-Bozoum
4099;gbr;I      L       Gbagyi
4100;gbs;I      L       Gbesi Gbe
4102;gbu;I      L       Gagadu
4103;gbv;I      L       Gbanu
4104;gbw;I      L       Gabi-Gabi
4105;gbx;I      L       Eastern Xwla Gbe
4106;gby;I      L       Gbari
4107;gbz;I      L       Zoroastrian Dari
4110;gcc;I      L       Mali
4111;gcd;I      E       Ganggalida
4112;gce;I      E       Galice
4113;gcf;I      L       Guadeloupean Creole French
4119;gcl;I      L       Grenadian Creole English
4121;gcn;I      L       Gaina
4125;gcr;I      L       Guianese Creole French
4127;gct;I      L       Colonia Tovar German
4134;gda;I      L       Gade Lohar
4135;gdb;I      L       Pottangi Ollar Gadaba
4136;gdc;I      E       Gugu Badhun
4137;gdd;I      L       Gedaged
4138;gde;I      L       Gude
4139;gdf;I      L       Guduf-Gava
4140;gdg;I      L       Ga'dang
4141;gdh;I      L       Gadjerawang
4142;gdi;I      L       Gundi
4143;gdj;I      L       Gurdjar
4144;gdk;I      L       Gadang
4145;gdl;I      L       Dirasha
4146;gdm;I      L       Laal
4147;gdn;I      L       Umanakaina
4148;gdo;I      L       Ghodoberi
4150;gdq;I      L       Mehri
4151;gdr;I      L       Wipi
4152;gds;I      L       Ghandruk Sign Language
4153;gdt;I      E       Kungardutyi
4154;gdu;I      L       Gudu
4157;gdx;I      L       Godwari
4160;gea;I      L       Geruma
4161;geb;I      L       Kire
4162;gec;I      L       Gboloo Grebo
4163;ged;I      L       Gade
4165;gef;I      L       Gerai
4166;geg;I      L       Gengle
4167;geh;I      L       Hutterite German
4168;gei;I      L       Gebe
4169;gej;I      L       Gen
4170;gek;I      L       Ywom
4171;gel;I      L       ut-Ma'in
4176;geq;I      L       Geme
4178;ges;I      L       Geser-Gorom
4181;gev;I      L       Eviya
4182;gew;I      L       Gera
4183;gex;I      L       Garre
4184;gey;I      L       Enya
4185;gez;gez    gez             I       A       Geez
4196;gfk;I      L       Patpatar
4205;gft;I      E       Gafat
4212;gga;I      L       Gao
4213;ggb;I      L       Gbii
4215;ggd;I      E       Gugadj
4216;gge;I      L       Gurr-goni
4218;ggg;I      L       Gurgula
4222;ggk;I      E       Kungarakany
4223;ggl;I      L       Ganglau
4231;ggt;I      L       Gitua
4232;ggu;I      L       Gagu
4234;ggw;I      L       Gogodala
4238;gha;I      L       Ghadamès
4240;ghc;I      H       Hiberno-Scottish Gaelic
4242;ghe;I      L       Southern Ghale
4245;ghh;I      L       Northern Ghale
4248;ghk;I      L       Geko Karen
4249;ghl;I      L       Ghulfan
4251;ghn;I      L       Ghanongga
4252;gho;I      E       Ghomara
4255;ghr;I      L       Ghera
4256;ghs;I      L       Guhu-Samane
4257;ght;I      L       Kuke
4264;gia;I      L       Kija
4265;gib;I      L       Gibanawa
4266;gic;I      L       Gail
4267;gid;I      L       Gidar
4268;gie;I      L       Gaɓogbo
4270;gig;I      L       Goaria
4271;gih;I      L       Githabul
4272;gii;I      L       Girirra
4275;gil;gil    gil             I       L       Gilbertese
4276;gim;I      L       Gimi (Eastern Highlands)
4277;gin;I      L       Hinukh
4279;gip;I      L       Gimi (West New Britain)
4280;giq;I      L       Green Gelao
4281;gir;I      L       Red Gelao
4282;gis;I      L       North Giziga
4283;git;I      L       Gitxsan
4284;giu;I      L       Mulao
4286;giw;I      L       White Gelao
4287;gix;I      L       Gilima
4288;giy;I      L       Giyug
4289;giz;I      L       South Giziga
4300;gjk;I      L       Kachi Koli
4302;gjm;I      E       Gunditjmara
4303;gjn;I      L       Gonja
4307;gjr;I      L       Gurindji Kriol
4310;gju;I      L       Gujari
4316;gka;I      L       Guya
4319;gkd;I      L       Magɨ (Madang Province)
4320;gke;I      L       Ndai
4329;gkn;I      L       Gokana
4330;gko;I      E       Kok-Nar
4331;gkp;I      L       Guinea Kpelle
4336;gku;I      E       ǂUngkue
4342;gla;gla    gla     gd      I       L       Scottish Gaelic
4343;glb;I      L       Belning
4344;glc;I      L       Bon Gula
4345;gld;I      L       Nanai
4346;gle;gle    gle     ga      I       L       Irish
4348;glg;glg    glg     gl      I       L       Galician
4349;glh;I      L       Northwest Pashai
4351;glj;I      L       Gula Iro
4352;glk;I      L       Gilaki
4353;gll;I      E       Garlali
4356;glo;I      L       Galambu
4359;glr;I      L       Glaro-Twabo
4362;glu;I      L       Gula (Chad)
4363;glv;glv    glv     gv      I       L       Manx
4364;glw;I      L       Glavda
4366;gly;I      E       Gule
4368;gma;I      E       Gambera
4369;gmb;I      L       Gula'alaa
4371;gmd;I      L       Mághdì
4374;gmg;I      L       Magɨyi
4375;gmh;gmh    gmh             I       H       Middle High German (ca. 1050-1500)
4379;gml;I      H       Middle Low German
4380;gmm;I      L       Gbaya-Mbodomo
4381;gmn;I      L       Gimnime
4385;gmr;I      L       Mirning
4388;gmu;I      L       Gumalu
4389;gmv;I      L       Gamo
4391;gmx;I      L       Magoma
4392;gmy;I      A       Mycenaean Greek
4393;gmz;I      L       Mgbolizhia
4394;gna;I      L       Kaansa
4395;gnb;I      L       Gangte
4396;gnc;I      E       Guanche
4397;gnd;I      L       Zulgo-Gemzek
4398;gne;I      L       Ganang
4400;gng;I      L       Ngangam
4401;gnh;I      L       Lere
4402;gni;I      L       Gooniyandi
4403;gnj;I      L       Ngen
4404;gnk;I      L       ǁGana
4405;gnl;I      E       Gangulu
4406;gnm;I      L       Ginuman
4407;gnn;I      L       Gumatj
4408;gno;I      L       Northern Gondi
4410;gnq;I      L       Gana
4411;gnr;I      E       Gureng Gureng
4413;gnt;I      L       Guntai
4414;gnu;I      L       Gnau
4416;gnw;I      L       Western Bolivian Guaraní
4419;gnz;I      L       Ganzi
4420;goa;I      L       Guro
4421;gob;I      L       Playero
4422;goc;I      L       Gorakor
4423;god;I      L       Godié
4424;goe;I      L       Gongduk
4425;gof;I      L       Gofa
4426;gog;I      L       Gogo
4427;goh;goh    goh             I       H       Old High German (ca. 750-1050)
4428;goi;I      L       Gobasi
4429;goj;I      L       Gowlan
4430;gok;I      L       Gowli
4431;gol;I      L       Gola
4432;gom;I      L       Goan Konkani
4433;gon;gon    gon             M       L       Gondi
4434;goo;I      L       Gone Dau
4435;gop;I      L       Yeretuar
4436;goq;I      L       Gorap
4437;gor;gor    gor             I       L       Gorontalo
4438;gos;I      L       Gronings
4439;got;got    got             I       A       Gothic
4440;gou;I      L       Gavar
4442;gow;I      L       Gorowa
4443;gox;I      L       Gobu
4444;goy;I      L       Goundo
4445;goz;I      L       Gozarkhani
4446;gpa;I      L       Gupa-Abawa
4450;gpe;I      L       Ghanaian Pidgin English
4459;gpn;I      L       Taiap
4472;gqa;I      L       Ga'anda
4480;gqi;I      L       Guiqiong
4485;gqn;I      E       Guana (Brazil)
4489;gqr;I      L       Gor
4492;gqu;I      L       Qau
4498;gra;I      L       Rajput Garasia
4499;grb;grb    grb             M       L       Grebo
4500;grc;grc    grc             I       H       Ancient Greek (to 1453)
4501;grd;I      L       Guruntum-Mbaaru
4504;grg;I      L       Madi
4505;grh;I      L       Gbiri-Niragu
4506;gri;I      L       Ghari
4507;grj;I      L       Southern Grebo
4510;grm;I      L       Kota Marudu Talantang
4511;grn;grn    grn     gn      M       L       Guarani
4512;gro;I      L       Groma
4514;grq;I      L       Gorovu
4515;grr;I      L       Taznatit
4516;grs;I      L       Gresi
4517;grt;I      L       Garo
4518;gru;I      L       Kistane
4519;grv;I      L       Central Grebo
4520;grw;I      L       Gweda
4521;grx;I      L       Guriaso
4522;gry;I      L       Barclayville Grebo
4523;grz;I      L       Guramalum
4528;gse;I      L       Ghanaian Sign Language
4530;gsg;I      L       German Sign Language
4535;gsl;I      L       Gusilay
4536;gsm;I      L       Guatemalan Sign Language
4537;gsn;I      L       Nema
4538;gso;I      L       Southwest Gbaya
4539;gsp;I      L       Wasembo
4542;gss;I      L       Greek Sign Language
4546;gsw;gsw    gsw             I       L       Swiss German
4550;gta;I      L       Guató
4570;gtu;I      E       Aghu-Tharnggala
4576;gua;I      L       Shiki
4577;gub;I      L       Guajajára
4578;guc;I      L       Wayuu
4579;gud;I      L       Yocoboué Dida
4580;gue;I      L       Gurindji
4581;guf;I      L       Gupapuyngu
4582;gug;I      L       Paraguayan Guaraní
4583;guh;I      L       Guahibo
4584;gui;I      L       Eastern Bolivian Guaraní
4585;guj;guj    guj     gu      I       L       Gujarati
4586;guk;I      L       Gumuz
4587;gul;I      L       Sea Island Creole English
4588;gum;I      L       Guambiano
4589;gun;I      L       Mbyá Guaraní
4590;guo;I      L       Guayabero
4591;gup;I      L       Gunwinggu
4592;guq;I      L       Aché
4593;gur;I      L       Farefare
4594;gus;I      L       Guinean Sign Language
4595;gut;I      L       Maléku Jaíka
4596;guu;I      L       Yanomamö
4598;guw;I      L       Gun
4599;gux;I      L       Gourmanchéma
4601;guz;I      L       Gusii
4602;gva;I      L       Guana (Paraguay)
4604;gvc;I      L       Guanano
4606;gve;I      L       Duwet
4607;gvf;I      L       Golin
4611;gvj;I      L       Guajá
4613;gvl;I      L       Gulay
4614;gvm;I      L       Gurmana
4615;gvn;I      L       Kuku-Yalanji
4616;gvo;I      L       Gavião Do Jiparaná
4617;gvp;I      L       Pará Gavião
4619;gvr;I      L       Gurung
4620;gvs;I      L       Gumawana
4626;gvy;I      E       Guyani
4628;gwa;I      L       Mbato
4629;gwb;I      L       Gwa
4630;gwc;I      L       Gawri
4631;gwd;I      L       Gawwada
4632;gwe;I      L       Gweno
4633;gwf;I      L       Gowro
4634;gwg;I      L       Moo
4636;gwi;gwi    gwi             I       L       Gwichʼin
4637;gwj;I      L       ǀGwi
4640;gwm;I      E       Awngthim
4641;gwn;I      L       Gwandara
4645;gwr;I      L       Gwere
4647;gwt;I      L       Gawar-Bati
4648;gwu;I      E       Guwamu
4650;gww;I      L       Kwini
4651;gwx;I      L       Gua
4677;gxx;I      L       Wè Southern
4680;gya;I      L       Northwest Gbaya
4681;gyb;I      L       Garus
4683;gyd;I      L       Kayardild
4684;gye;I      L       Gyem
4685;gyf;I      E       Gungabula
4686;gyg;I      L       Gbayi
4688;gyi;I      L       Gyele
4691;gyl;I      L       Gayil
4692;gym;I      L       Ngäbere
4693;gyn;I      L       Guyanese Creole English
4694;gyo;I      L       Gyalsumdo
4697;gyr;I      L       Guarayu
4704;gyy;I      E       Gunya
4705;gyz;I      L       Geji
4706;gza;I      L       Ganza
4714;gzi;I      L       Gazi
4719;gzn;I      L       Gane
4732;haa;I      L       Han
4733;hab;I      L       Hanoi Sign Language
4734;hac;I      L       Gurani
4735;had;I      L       Hatam
4736;hae;I      L       Eastern Oromo
4737;haf;I      L       Haiphong Sign Language
4738;hag;I      L       Hanga
4739;hah;I      L       Hahon
4740;hai;hai    hai             M       L       Haida
4741;haj;I      L       Hajong
4742;hak;I      L       Hakka Chinese
4743;hal;I      L       Halang
4744;ham;I      L       Hewa
4745;han;I      L       Hangaza
4746;hao;I      L       Hakö
4747;hap;I      L       Hupla
4748;haq;I      L       Ha
4749;har;I      L       Harari
4750;has;I      L       Haisla
4751;hat;hat    hat     ht      I       L       Haitian
4752;hau;hau    hau     ha      I       L       Hausa
4753;hav;I      L       Havu
4754;haw;haw    haw             I       L       Hawaiian
4755;hax;I      L       Southern Haida
4756;hay;I      L       Haya
4757;haz;I      L       Hazaragi
4758;hba;I      L       Hamba
4759;hbb;I      L       Huba
4771;hbn;I      L       Heiban
4772;hbo;I      H       Ancient Hebrew
4776;hbs;sh     M       L       Serbo-Croatian  Code element for 639-1 has been deprecated
4778;hbu;I      L       Habu
4784;hca;I      L       Andaman Creole Hindi
4791;hch;I      L       Huichol
4823;hdn;I      L       Northern Haida
4828;hds;I      L       Honduras Sign Language
4834;hdy;I      L       Hadiyya
4836;hea;I      L       Northern Qiandong Miao
4837;heb;heb    heb     he      I       L       Hebrew
4839;hed;I      L       Herdé
4842;heg;I      L       Helong
4843;heh;I      L       Hehe
4844;hei;I      L       Heiltsuk
4848;hem;I      L       Hemba
4853;her;her    her     hz      I       L       Herero
4900;hgm;I      L       Haiǁom
4910;hgw;I      L       Haigwai
4922;hhi;I      L       Hoia Hoia
4931;hhr;I      L       Kerak
4938;hhy;I      L       Hoyahoya
4940;hia;I      L       Lamang
4941;hib;I      E       Hibito
4943;hid;I      L       Hidatsa
4945;hif;I      L       Fiji Hindi
4946;hig;I      L       Kamwe
4947;hih;I      L       Pamosu
4948;hii;I      L       Hinduri
4949;hij;I      L       Hijuk
4950;hik;I      L       Seit-Kaitetu
4951;hil;hil    hil             I       L       Hiligaynon
4953;hin;hin    hin     hi      I       L       Hindi
4954;hio;I      L       Tsoa
4957;hir;I      L       Himarimã
4959;hit;hit    hit             I       A       Hittite
4962;hiw;I      L       Hiw
4963;hix;I      L       Hixkaryána
4974;hji;I      L       Haji
4992;hka;I      L       Kahe
4996;hke;I      L       Hunde
4999;hkh;I      L       Khah
5002;hkk;I      L       Hunjara-Kaina Ke
5005;hkn;I      L       Mel-Khaonh
